Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
VNM,Male,IT,35 to 54,Owner,1001-5000 employees,0
VNM,Male,IT,35 to 54,Owner,501-1000 employees,0
VNM,Male,IT,35 to 54,Owner,201-500 employees,0
VNM,Male,IT,35 to 54,Owner,51-200 employees,0
VNM,Male,IT,35 to 54,Owner,11-50 employees,0
VNM,Male,IT,35 to 54,Owner,2-10 employees,0
VNM,Male,IT,35 to 54,Owner,Myself Only,0
VNM,Male,IT,35 to 54,Partner,Any Company Size,0
VNM,Male,IT,35 to 54,Partner,"10,001+ employees",0
VNM,Male,IT,35 to 54,Partner,"5001-10,000 employees",0
VNM,Male,IT,35 to 54,Partner,1001-5000 employees,0
VNM,Male,IT,35 to 54,Partner,501-1000 employees,0
VNM,Male,IT,35 to 54,Partner,201-500 employees,0
VNM,Male,IT,35 to 54,Partner,51-200 employees,0
VNM,Male,IT,35 to 54,Partner,11-50 employees,0
VNM,Male,IT,35 to 54,Partner,2-10 employees,0
VNM,Male,IT,35 to 54,Partner,Myself Only,0
VNM,Male,IT,35 to 54,CXO,Any Company Size,1200
VNM,Male,IT,35 to 54,CXO,"10,001+ employees",0
VNM,Male,IT,35 to 54,CXO,"5001-10,000 employees",0
VNM,Male,IT,35 to 54,CXO,1001-5000 employees,0
VNM,Male,IT,35 to 54,CXO,501-1000 employees,0
VNM,Male,IT,35 to 54,CXO,201-500 employees,0
VNM,Male,IT,35 to 54,CXO,51-200 employees,0
VNM,Male,IT,35 to 54,CXO,11-50 employees,340
VNM,Male,IT,35 to 54,CXO,2-10 employees,0
VNM,Male,IT,35 to 54,CXO,Myself Only,0
VNM,Male,IT,35 to 54,VP,Any Company Size,490
VNM,Male,IT,35 to 54,VP,"10,001+ employees",0
VNM,Male,IT,35 to 54,VP,"5001-10,000 employees",0
VNM,Male,IT,35 to 54,VP,1001-5000 employees,0
VNM,Male,IT,35 to 54,VP,501-1000 employees,0
VNM,Male,IT,35 to 54,VP,201-500 employees,0
VNM,Male,IT,35 to 54,VP,51-200 employees,0
VNM,Male,IT,35 to 54,VP,11-50 employees,0
VNM,Male,IT,35 to 54,VP,2-10 employees,0
VNM,Male,IT,35 to 54,VP,Myself Only,0
VNM,Male,IT,35 to 54,Director,Any Company Size,1700
VNM,Male,IT,35 to 54,Director,"10,001+ employees",0
VNM,Male,IT,35 to 54,Director,"5001-10,000 employees",0
VNM,Male,IT,35 to 54,Director,1001-5000 employees,0
VNM,Male,IT,35 to 54,Director,501-1000 employees,0
VNM,Male,IT,35 to 54,Director,201-500 employees,0
VNM,Male,IT,35 to 54,Director,51-200 employees,0
VNM,Male,IT,35 to 54,Director,11-50 employees,0
VNM,Male,IT,35 to 54,Director,2-10 employees,0
VNM,Male,IT,35 to 54,Director,Myself Only,0
VNM,Male,IT,35 to 54,Manager,Any Company Size,1700
VNM,Male,IT,35 to 54,Manager,"10,001+ employees",430
VNM,Male,IT,35 to 54,Manager,"5001-10,000 employees",0
VNM,Male,IT,35 to 54,Manager,1001-5000 employees,0
VNM,Male,IT,35 to 54,Manager,501-1000 employees,0
VNM,Male,IT,35 to 54,Manager,201-500 employees,0
VNM,Male,IT,35 to 54,Manager,51-200 employees,0
VNM,Male,IT,35 to 54,Manager,11-50 employees,0
VNM,Male,IT,35 to 54,Manager,2-10 employees,0
VNM,Male,IT,35 to 54,Manager,Myself Only,0
VNM,Male,IT,35 to 54,Senior,Any Company Size,4000
VNM,Male,IT,35 to 54,Senior,"10,001+ employees",880
VNM,Male,IT,35 to 54,Senior,"5001-10,000 employees",0
VNM,Male,IT,35 to 54,Senior,1001-5000 employees,500
VNM,Male,IT,35 to 54,Senior,501-1000 employees,370
VNM,Male,IT,35 to 54,Senior,201-500 employees,370
VNM,Male,IT,35 to 54,Senior,51-200 employees,510
VNM,Male,IT,35 to 54,Senior,11-50 employees,390
VNM,Male,IT,35 to 54,Senior,2-10 employees,0
VNM,Male,IT,35 to 54,Senior,Myself Only,0
VNM,Male,IT,35 to 54,Entry,Any Company Size,3400
VNM,Male,IT,35 to 54,Entry,"10,001+ employees",630
VNM,Male,IT,35 to 54,Entry,"5001-10,000 employees",0
VNM,Male,IT,35 to 54,Entry,1001-5000 employees,0
VNM,Male,IT,35 to 54,Entry,501-1000 employees,0
VNM,Male,IT,35 to 54,Entry,201-500 employees,0
VNM,Male,IT,35 to 54,Entry,51-200 employees,310
VNM,Male,IT,35 to 54,Entry,11-50 employees,0
VNM,Male,IT,35 to 54,Entry,2-10 employees,0
VNM,Male,IT,35 to 54,Entry,Myself Only,0
VNM,Male,IT,35 to 54,Training,Any Company Size,0
VNM,Male,IT,35 to 54,Training,"10,001+ employees",0
VNM,Male,IT,35 to 54,Training,"5001-10,000 employees",0
VNM,Male,IT,35 to 54,Training,1001-5000 employees,0
VNM,Male,IT,35 to 54,Training,501-1000 employees,0
VNM,Male,IT,35 to 54,Training,201-500 employees,0
VNM,Male,IT,35 to 54,Training,51-200 employees,0
VNM,Male,IT,35 to 54,Training,11-50 employees,0
VNM,Male,IT,35 to 54,Training,2-10 employees,0
VNM,Male,IT,35 to 54,Training,Myself Only,0
VNM,Male,IT,35 to 54,Unpaid,Any Company Size,0
VNM,Male,IT,35 to 54,Unpaid,"10,001+ employees",0
VNM,Male,IT,35 to 54,Unpaid,"5001-10,000 employees",0
VNM,Male,IT,35 to 54,Unpaid,1001-5000 employees,0
VNM,Male,IT,35 to 54,Unpaid,501-1000 employees,0
VNM,Male,IT,35 to 54,Unpaid,201-500 employees,0
VNM,Male,IT,35 to 54,Unpaid,51-200 employees,0
VNM,Male,IT,35 to 54,Unpaid,11-50 employees,0
VNM,Male,IT,35 to 54,Unpaid,2-10 employees,0
VNM,Male,IT,35 to 54,Unpaid,Myself Only,0
VNM,Male,IT,25 to 34,Any Job Seniority,Any Company Size,75000
VNM,Male,IT,25 to 34,Any Job Seniority,"10,001+ employees",13000
VNM,Male,IT,25 to 34,Any Job Seniority,"5001-10,000 employees",1700
VNM,Male,IT,25 to 34,Any Job Seniority,1001-5000 employees,6500
VNM,Male,IT,25 to 34,Any Job Seniority,501-1000 employees,4200
VNM,Male,IT,25 to 34,Any Job Seniority,201-500 employees,5400
VNM,Male,IT,25 to 34,Any Job Seniority,51-200 employees,7500
VNM,Male,IT,25 to 34,Any Job Seniority,11-50 employees,7200
VNM,Male,IT,25 to 34,Any Job Seniority,2-10 employees,4100
VNM,Male,IT,25 to 34,Any Job Seniority,Myself Only,1100
VNM,Male,IT,25 to 34,Owner,Any Company Size,1700
VNM,Male,IT,25 to 34,Owner,"10,001+ employees",0
VNM,Male,IT,25 to 34,Owner,"5001-10,000 employees",0
VNM,Male,IT,25 to 34,Owner,1001-5000 employees,0
VNM,Male,IT,25 to 34,Owner,501-1000 employees,0
VNM,Male,IT,25 to 34,Owner,201-500 employees,0
VNM,Male,IT,25 to 34,Owner,51-200 employees,0
VNM,Male,IT,25 to 34,Owner,11-50 employees,330
VNM,Male,IT,25 to 34,Owner,2-10 employees,0
VNM,Male,IT,25 to 34,Owner,Myself Only,0
VNM,Male,IT,25 to 34,Partner,Any Company Size,0
VNM,Male,IT,25 to 34,Partner,"10,001+ employees",0
VNM,Male,IT,25 to 34,Partner,"5001-10,000 employees",0
VNM,Male,IT,25 to 34,Partner,1001-5000 employees,0
VNM,Male,IT,25 to 34,Partner,501-1000 employees,0
VNM,Male,IT,25 to 34,Partner,201-500 employees,0
VNM,Male,IT,25 to 34,Partner,51-200 employees,0
VNM,Male,IT,25 to 34,Partner,11-50 employees,0
VNM,Male,IT,25 to 34,Partner,2-10 employees,0
VNM,Male,IT,25 to 34,Partner,Myself Only,0
VNM,Male,IT,25 to 34,CXO,Any Company Size,1600
VNM,Male,IT,25 to 34,CXO,"10,001+ employees",0
VNM,Male,IT,25 to 34,CXO,"5001-10,000 employees",0
VNM,Male,IT,25 to 34,CXO,1001-5000 employees,0
VNM,Male,IT,25 to 34,CXO,501-1000 employees,0
VNM,Male,IT,25 to 34,CXO,201-500 employees,0
VNM,Male,IT,25 to 34,CXO,51-200 employees,0
VNM,Male,IT,25 to 34,CXO,11-50 employees,310
VNM,Male,IT,25 to 34,CXO,2-10 employees,0
VNM,Male,IT,25 to 34,CXO,Myself Only,0
VNM,Male,IT,25 to 34,VP,Any Company Size,750
VNM,Male,IT,25 to 34,VP,"10,001+ employees",0
VNM,Male,IT,25 to 34,VP,"5001-10,000 employees",0
VNM,Male,IT,25 to 34,VP,1001-5000 employees,0
VNM,Male,IT,25 to 34,VP,501-1000 employees,0
VNM,Male,IT,25 to 34,VP,201-500 employees,0
VNM,Male,IT,25 to 34,VP,51-200 employees,0
VNM,Male,IT,25 to 34,VP,11-50 employees,0
VNM,Male,IT,25 to 34,VP,2-10 employees,0
VNM,Male,IT,25 to 34,VP,Myself Only,0
VNM,Male,IT,25 to 34,Director,Any Company Size,2300
VNM,Male,IT,25 to 34,Director,"10,001+ employees",330
VNM,Male,IT,25 to 34,Director,"5001-10,000 employees",0
VNM,Male,IT,25 to 34,Director,1001-5000 employees,0
VNM,Male,IT,25 to 34,Director,501-1000 employees,0
VNM,Male,IT,25 to 34,Director,201-500 employees,0
VNM,Male,IT,25 to 34,Director,51-200 employees,0
VNM,Male,IT,25 to 34,Director,11-50 employees,310
VNM,Male,IT,25 to 34,Director,2-10 employees,0
VNM,Male,IT,25 to 34,Director,Myself Only,0
VNM,Male,IT,25 to 34,Manager,Any Company Size,3500
VNM,Male,IT,25 to 34,Manager,"10,001+ employees",800
VNM,Male,IT,25 to 34,Manager,"5001-10,000 employees",0
VNM,Male,IT,25 to 34,Manager,1001-5000 employees,310
VNM,Male,IT,25 to 34,Manager,501-1000 employees,0
VNM,Male,IT,25 to 34,Manager,201-500 employees,0
VNM,Male,IT,25 to 34,Manager,51-200 employees,360
VNM,Male,IT,25 to 34,Manager,11-50 employees,410
VNM,Male,IT,25 to 34,Manager,2-10 employees,0
VNM,Male,IT,25 to 34,Manager,Myself Only,0
VNM,Male,IT,25 to 34,Senior,Any Company Size,17000
VNM,Male,IT,25 to 34,Senior,"10,001+ employees",3300
VNM,Male,IT,25 to 34,Senior,"5001-10,000 employees",610
VNM,Male,IT,25 to 34,Senior,1001-5000 employees,2200
VNM,Male,IT,25 to 34,Senior,501-1000 employees,1400
VNM,Male,IT,25 to 34,Senior,201-500 employees,1500
VNM,Male,IT,25 to 34,Senior,51-200 employees,2200
VNM,Male,IT,25 to 34,Senior,11-50 employees,1800
VNM,Male,IT,25 to 34,Senior,2-10 employees,860
VNM,Male,IT,25 to 34,Senior,Myself Only,0
VNM,Male,IT,25 to 34,Entry,Any Company Size,31000
VNM,Male,IT,25 to 34,Entry,"10,001+ employees",5900
VNM,Male,IT,25 to 34,Entry,"5001-10,000 employees",660
VNM,Male,IT,25 to 34,Entry,1001-5000 employees,3100
VNM,Male,IT,25 to 34,Entry,501-1000 employees,2000
VNM,Male,IT,25 to 34,Entry,201-500 employees,2800
VNM,Male,IT,25 to 34,Entry,51-200 employees,3400
VNM,Male,IT,25 to 34,Entry,11-50 employees,3100
VNM,Male,IT,25 to 34,Entry,2-10 employees,1500
VNM,Male,IT,25 to 34,Entry,Myself Only,540
VNM,Male,IT,25 to 34,Training,Any Company Size,1500
VNM,Male,IT,25 to 34,Training,"10,001+ employees",340
VNM,Male,IT,25 to 34,Training,"5001-10,000 employees",0
VNM,Male,IT,25 to 34,Training,1001-5000 employees,0
VNM,Male,IT,25 to 34,Training,501-1000 employees,0
VNM,Male,IT,25 to 34,Training,201-500 employees,0
VNM,Male,IT,25 to 34,Training,51-200 employees,0
VNM,Male,IT,25 to 34,Training,11-50 employees,0
VNM,Male,IT,25 to 34,Training,2-10 employees,0
VNM,Male,IT,25 to 34,Training,Myself Only,0
VNM,Male,IT,25 to 34,Unpaid,Any Company Size,430
VNM,Male,IT,25 to 34,Unpaid,"10,001+ employees",0
VNM,Male,IT,25 to 34,Unpaid,"5001-10,000 employees",0
VNM,Male,IT,25 to 34,Unpaid,1001-5000 employees,0
VNM,Male,IT,25 to 34,Unpaid,501-1000 employees,0
VNM,Male,IT,25 to 34,Unpaid,201-500 employees,0
VNM,Male,IT,25 to 34,Unpaid,51-200 employees,0
VNM,Male,IT,25 to 34,Unpaid,11-50 employees,0
VNM,Male,IT,25 to 34,Unpaid,2-10 employees,0
VNM,Male,IT,25 to 34,Unpaid,Myself Only,0
VNM,Male,IT,18 to 24,Any Job Seniority,Any Company Size,27000
VNM,Male,IT,18 to 24,Any Job Seniority,"10,001+ employees",8100
VNM,Male,IT,18 to 24,Any Job Seniority,"5001-10,000 employees",580
VNM,Male,IT,18 to 24,Any Job Seniority,1001-5000 employees,1800
VNM,Male,IT,18 to 24,Any Job Seniority,501-1000 employees,1000
VNM,Male,IT,18 to 24,Any Job Seniority,201-500 employees,1200
VNM,Male,IT,18 to 24,Any Job Seniority,51-200 employees,1800
VNM,Male,IT,18 to 24,Any Job Seniority,11-50 employees,1900
VNM,Male,IT,18 to 24,Any Job Seniority,2-10 employees,1000
VNM,Male,IT,18 to 24,Any Job Seniority,Myself Only,350
VNM,Male,IT,18 to 24,Owner,Any Company Size,420
VNM,Male,IT,18 to 24,Owner,"10,001+ employees",0
VNM,Male,IT,18 to 24,Owner,"5001-10,000 employees",0
VNM,Male,IT,18 to 24,Owner,1001-5000 employees,0
VNM,Male,IT,18 to 24,Owner,501-1000 employees,0
VNM,Male,IT,18 to 24,Owner,201-500 employees,0
VNM,Male,IT,18 to 24,Owner,51-200 employees,0
VNM,Male,IT,18 to 24,Owner,11-50 employees,0
VNM,Male,IT,18 to 24,Owner,2-10 employees,0
VNM,Male,IT,18 to 24,Owner,Myself Only,0
VNM,Male,IT,18 to 24,Partner,Any Company Size,0
VNM,Male,IT,18 to 24,Partner,"10,001+ employees",0
VNM,Male,IT,18 to 24,Partner,"5001-10,000 employees",0
VNM,Male,IT,18 to 24,Partner,1001-5000 employees,0
VNM,Male,IT,18 to 24,Partner,501-1000 employees,0
VNM,Male,IT,18 to 24,Partner,201-500 employees,0
VNM,Male,IT,18 to 24,Partner,51-200 employees,0
VNM,Male,IT,18 to 24,Partner,11-50 employees,0
VNM,Male,IT,18 to 24,Partner,2-10 employees,0
VNM,Male,IT,18 to 24,Partner,Myself Only,0
VNM,Male,IT,18 to 24,CXO,Any Company Size,340
VNM,Male,IT,18 to 24,CXO,"10,001+ employees",0
VNM,Male,IT,18 to 24,CXO,"5001-10,000 employees",0
VNM,Male,IT,18 to 24,CXO,1001-5000 employees,0
VNM,Male,IT,18 to 24,CXO,501-1000 employees,0
VNM,Male,IT,18 to 24,CXO,201-500 employees,0
VNM,Male,IT,18 to 24,CXO,51-200 employees,0
VNM,Male,IT,18 to 24,CXO,11-50 employees,0
VNM,Male,IT,18 to 24,CXO,2-10 employees,0
VNM,Male,IT,18 to 24,CXO,Myself Only,0
VNM,Male,IT,18 to 24,VP,Any Company Size,330
VNM,Male,IT,18 to 24,VP,"10,001+ employees",0
VNM,Male,IT,18 to 24,VP,"5001-10,000 employees",0
VNM,Male,IT,18 to 24,VP,1001-5000 employees,0
VNM,Male,IT,18 to 24,VP,501-1000 employees,0
VNM,Male,IT,18 to 24,VP,201-500 employees,0
VNM,Male,IT,18 to 24,VP,51-200 employees,0
VNM,Male,IT,18 to 24,VP,11-50 employees,0
VNM,Male,IT,18 to 24,VP,2-10 employees,0
VNM,Male,IT,18 to 24,VP,Myself Only,0
VNM,Male,IT,18 to 24,Director,Any Company Size,590
VNM,Male,IT,18 to 24,Director,"10,001+ employees",330
VNM,Male,IT,18 to 24,Director,"5001-10,000 employees",0
VNM,Male,IT,18 to 24,Director,1001-5000 employees,0
VNM,Male,IT,18 to 24,Director,501-1000 employees,0
VNM,Male,IT,18 to 24,Director,201-500 employees,0
VNM,Male,IT,18 to 24,Director,51-200 employees,0
VNM,Male,IT,18 to 24,Director,11-50 employees,0
VNM,Male,IT,18 to 24,Director,2-10 employees,0
VNM,Male,IT,18 to 24,Director,Myself Only,0
VNM,Male,IT,18 to 24,Manager,Any Company Size,1000
VNM,Male,IT,18 to 24,Manager,"10,001+ employees",370
VNM,Male,IT,18 to 24,Manager,"5001-10,000 employees",0
VNM,Male,IT,18 to 24,Manager,1001-5000 employees,0
VNM,Male,IT,18 to 24,Manager,501-1000 employees,0
VNM,Male,IT,18 to 24,Manager,201-500 employees,0
VNM,Male,IT,18 to 24,Manager,51-200 employees,0
VNM,Male,IT,18 to 24,Manager,11-50 employees,0
VNM,Male,IT,18 to 24,Manager,2-10 employees,0
VNM,Male,IT,18 to 24,Manager,Myself Only,0
VNM,Male,IT,18 to 24,Senior,Any Company Size,4100
VNM,Male,IT,18 to 24,Senior,"10,001+ employees",1300
VNM,Male,IT,18 to 24,Senior,"5001-10,000 employees",0
VNM,Male,IT,18 to 24,Senior,1001-5000 employees,360
VNM,Male,IT,18 to 24,Senior,501-1000 employees,0
VNM,Male,IT,18 to 24,Senior,201-500 employees,0
VNM,Male,IT,18 to 24,Senior,51-200 employees,370
VNM,Male,IT,18 to 24,Senior,11-50 employees,390
VNM,Male,IT,18 to 24,Senior,2-10 employees,0
VNM,Male,IT,18 to 24,Senior,Myself Only,0
VNM,Male,IT,18 to 24,Entry,Any Company Size,13000
VNM,Male,IT,18 to 24,Entry,"10,001+ employees",4500
VNM,Male,IT,18 to 24,Entry,"5001-10,000 employees",310
VNM,Male,IT,18 to 24,Entry,1001-5000 employees,1100
VNM,Male,IT,18 to 24,Entry,501-1000 employees,600
VNM,Male,IT,18 to 24,Entry,201-500 employees,740
VNM,Male,IT,18 to 24,Entry,51-200 employees,1100
VNM,Male,IT,18 to 24,Entry,11-50 employees,1000
VNM,Male,IT,18 to 24,Entry,2-10 employees,530
VNM,Male,IT,18 to 24,Entry,Myself Only,0
VNM,Male,IT,18 to 24,Training,Any Company Size,1500
VNM,Male,IT,18 to 24,Training,"10,001+ employees",430
VNM,Male,IT,18 to 24,Training,"5001-10,000 employees",0
VNM,Male,IT,18 to 24,Training,1001-5000 employees,0
VNM,Male,IT,18 to 24,Training,501-1000 employees,0
VNM,Male,IT,18 to 24,Training,201-500 employees,0
VNM,Male,IT,18 to 24,Training,51-200 employees,0
VNM,Male,IT,18 to 24,Training,11-50 employees,0
VNM,Male,IT,18 to 24,Training,2-10 employees,0
VNM,Male,IT,18 to 24,Training,Myself Only,0
VNM,Male,IT,18 to 24,Unpaid,Any Company Size,0
VNM,Male,IT,18 to 24,Unpaid,"10,001+ employees",0
VNM,Male,IT,18 to 24,Unpaid,"5001-10,000 employees",0
VNM,Male,IT,18 to 24,Unpaid,1001-5000 employees,0
VNM,Male,IT,18 to 24,Unpaid,501-1000 employees,0
VNM,Male,IT,18 to 24,Unpaid,201-500 employees,0
VNM,Male,IT,18 to 24,Unpaid,51-200 employees,0
VNM,Male,IT,18 to 24,Unpaid,11-50 employees,0
VNM,Male,IT,18 to 24,Unpaid,2-10 employees,0
VNM,Male,IT,18 to 24,Unpaid,Myself Only,0
VNM,Female,Any Company Industry,Any Age Range,Any Job Seniority,Any Company Size,1200000
VNM,Female,Any Company Industry,Any Age Range,Any Job Seniority,"10,001+ employees",81000
VNM,Female,Any Company Industry,Any Age Range,Any Job Seniority,"5001-10,000 employees",18000
VNM,Female,Any Company Industry,Any Age Range,Any Job Seniority,1001-5000 employees,42000
VNM,Female,Any Company Industry,Any Age Range,Any Job Seniority,501-1000 employees,27000
VNM,Female,Any Company Industry,Any Age Range,Any Job Seniority,201-500 employees,31000
VNM,Female,Any Company Industry,Any Age Range,Any Job Seniority,51-200 employees,42000
VNM,Female,Any Company Industry,Any Age Range,Any Job Seniority,11-50 employees,45000
VNM,Female,Any Company Industry,Any Age Range,Any Job Seniority,2-10 employees,29000
VNM,Female,Any Company Industry,Any Age Range,Any Job Seniority,Myself Only,5500
VNM,Female,Any Company Industry,Any Age Range,Owner,Any Company Size,12000
VNM,Female,Any Company Industry,Any Age Range,Owner,"10,001+ employees",1300
VNM,Female,Any Company Industry,Any Age Range,Owner,"5001-10,000 employees",0
VNM,Female,Any Company Industry,Any Age Range,Owner,1001-5000 employees,650
VNM,Female,Any Company Industry,Any Age Range,Owner,501-1000 employees,0
VNM,Female,Any Company Industry,Any Age Range,Owner,201-500 employees,410
VNM,Female,Any Company Industry,Any Age Range,Owner,51-200 employees,750
VNM,Female,Any Company Industry,Any Age Range,Owner,11-50 employees,1400
VNM,Female,Any Company Industry,Any Age Range,Owner,2-10 employees,1300
VNM,Female,Any Company Industry,Any Age Range,Owner,Myself Only,0
VNM,Female,Any Company Industry,Any Age Range,Partner,Any Company Size,1300
VNM,Female,Any Company Industry,Any Age Range,Partner,"10,001+ employees",0
VNM,Female,Any Company Industry,Any Age Range,Partner,"5001-10,000 employees",0
VNM,Female,Any Company Industry,Any Age Range,Partner,1001-5000 employees,0
VNM,Female,Any Company Industry,Any Age Range,Partner,501-1000 employees,0
VNM,Female,Any Company Industry,Any Age Range,Partner,201-500 employees,0
VNM,Female,Any Company Industry,Any Age Range,Partner,51-200 employees,0
VNM,Female,Any Company Industry,Any Age Range,Partner,11-50 employees,0
VNM,Female,Any Company Industry,Any Age Range,Partner,2-10 employees,0
VNM,Female,Any Company Industry,Any Age Range,Partner,Myself Only,0
VNM,Female,Any Company Industry,Any Age Range,CXO,Any Company Size,9600
VNM,Female,Any Company Industry,Any Age Range,CXO,"10,001+ employees",720
VNM,Female,Any Company Industry,Any Age Range,CXO,"5001-10,000 employees",0
VNM,Female,Any Company Industry,Any Age Range,CXO,1001-5000 employees,440
VNM,Female,Any Company Industry,Any Age Range,CXO,501-1000 employees,0
VNM,Female,Any Company Industry,Any Age Range,CXO,201-500 employees,490
VNM,Female,Any Company Industry,Any Age Range,CXO,51-200 employees,820
VNM,Female,Any Company Industry,Any Age Range,CXO,11-50 employees,1200
VNM,Female,Any Company Industry,Any Age Range,CXO,2-10 employees,770
VNM,Female,Any Company Industry,Any Age Range,CXO,Myself Only,0
VNM,Female,Any Company Industry,Any Age Range,VP,Any Company Size,8600
VNM,Female,Any Company Industry,Any Age Range,VP,"10,001+ employees",1600
VNM,Female,Any Company Industry,Any Age Range,VP,"5001-10,000 employees",0
VNM,Female,Any Company Industry,Any Age Range,VP,1001-5000 employees,590
VNM,Female,Any Company Industry,Any Age Range,VP,501-1000 employees,300
VNM,Female,Any Company Industry,Any Age Range,VP,201-500 employees,460
VNM,Female,Any Company Industry,Any Age Range,VP,51-200 employees,620
VNM,Female,Any Company Industry,Any Age Range,VP,11-50 employees,850
VNM,Female,Any Company Industry,Any Age Range,VP,2-10 employees,510
VNM,Female,Any Company Industry,Any Age Range,VP,Myself Only,0
VNM,Female,Any Company Industry,Any Age Range,Director,Any Company Size,27000
VNM,Female,Any Company Industry,Any Age Range,Director,"10,001+ employees",4000
VNM,Female,Any Company Industry,Any Age Range,Director,"5001-10,000 employees",970
VNM,Female,Any Company Industry,Any Age Range,Director,1001-5000 employees,2100
VNM,Female,Any Company Industry,Any Age Range,Director,501-1000 employees,1400
VNM,Female,Any Company Industry,Any Age Range,Director,201-500 employees,1600
VNM,Female,Any Company Industry,Any Age Range,Director,51-200 employees,2300
VNM,Female,Any Company Industry,Any Age Range,Director,11-50 employees,2400
VNM,Female,Any Company Industry,Any Age Range,Director,2-10 employees,1400
VNM,Female,Any Company Industry,Any Age Range,Director,Myself Only,0
VNM,Female,Any Company Industry,Any Age Range,Manager,Any Company Size,41000
VNM,Female,Any Company Industry,Any Age Range,Manager,"10,001+ employees",7700
VNM,Female,Any Company Industry,Any Age Range,Manager,"5001-10,000 employees",1800
VNM,Female,Any Company Industry,Any Age Range,Manager,1001-5000 employees,4100
VNM,Female,Any Company Industry,Any Age Range,Manager,501-1000 employees,2200
VNM,Female,Any Company Industry,Any Age Range,Manager,201-500 employees,2400
VNM,Female,Any Company Industry,Any Age Range,Manager,51-200 employees,3000
VNM,Female,Any Company Industry,Any Age Range,Manager,11-50 employees,2800
VNM,Female,Any Company Industry,Any Age Range,Manager,2-10 employees,1800
VNM,Female,Any Company Industry,Any Age Range,Manager,Myself Only,0
VNM,Female,Any Company Industry,Any Age Range,Senior,Any Company Size,150000
VNM,Female,Any Company Industry,Any Age Range,Senior,"10,001+ employees",23000
VNM,Female,Any Company Industry,Any Age Range,Senior,"5001-10,000 employees",5700
VNM,Female,Any Company Industry,Any Age Range,Senior,1001-5000 employees,13000
VNM,Female,Any Company Industry,Any Age Range,Senior,501-1000 employees,8400
